username,id,reply_id,date,tweet
TrumpFactNews,940068876930334720,939475127552618496,2017-12-11 04:01:00,@realDonaldTrump BIG QUESTION: 1) What was the purpose of the Lord Trump Pedophilia Rally? 2) Did Lord Trump's Pedo... https://t.co/lw176APHJc
PDXReech,940094206399234048,939375570919612416,2017-12-11 05:41:39,@realDonaldTrump I believe that mandatory patriotism is fascism.
flip080708,940091826806992898,939375570919612416,2017-12-11 05:32:12,@realDonaldTrump You're taking about flag right?... #ImpeachTrumpNow
JCali1967,940091587182202882,939375570919612416,2017-12-11 05:31:15,@realDonaldTrump I believe in the First Amendment. I believe our government AT ALL LEVELS should act with such inte... https://t.co/4ATLcqwxTm
cfairyfay,940089281220972545,939375570919612416,2017-12-11 05:22:05,"@realDonaldTrump Stand for the anthem, but elect pedophiles to Congress. No thanks, I will pass."
TXToasty,940087960141053953,939375570919612416,2017-12-11 05:16:50,"@realDonaldTrump We also believe every American should have access to decent health care, but I don't hear you saying anything about that."
mbeavenhausen,940086736033419265,939375570919612416,2017-12-11 05:11:58,"@realDonaldTrump Yeah, well, God told me that you're an evil con man, a lousy deal maker and sexual abuser. He also... https://t.co/EKatRR4WpS"
7axles,940080428479791104,939375570919612416,2017-12-11 04:46:54,@realDonaldTrump @blondenfun1 You people are all fools ! This chimp works for the same people @HillaryClinton and... https://t.co/xykWFXvPaa
7axles,940079602939998208,939375570919612416,2017-12-11 04:43:37,@realDonaldTrump @blondenfun1 Your constitution says every American has a choice
fvmcgillicuddy,940078664590303232,939375570919612416,2017-12-11 04:39:54,@realDonaldTrump But we don't pledge allegiance to you! So we'll #TakeAKnee if we wish to redress a grievance as is... https://t.co/0ne2y0bSyt
Jessewayne_Bruh,940077321624608768,939375570919612416,2017-12-11 04:34:33,"@realDonaldTrump JUST REMEMBER ""ONE NATION UNDER GOD"" WASNT ADDED TO THE PLEDGE UNTIL THE COLD WAR DURING THE RED S... https://t.co/jP47JjleW2"
bsnbrysp8,940076523700215808,939375570919612416,2017-12-11 04:31:23,"@realDonaldTrump I believe @POTUS shouldn't be a liar, traitor, racist, and commit treason. I believe @POTUS should... https://t.co/BktWoBhyX8"
General_Bats,940075420627615744,939375570919612416,2017-12-11 04:27:00,@realDonaldTrump FREEDOM OF RELIGION BITCH HAIL ALLAH
MSpencerDavidso,940074912965804033,939375570919612416,2017-12-11 04:24:59,@realDonaldTrump Screw you and your fake patriotism and your fake christianity. I will NOT pledge allegiance to a p... https://t.co/LzXtATDX2x
pzoped,940073989665202176,939375570919612416,2017-12-11 04:21:19,@realDonaldTrump Many of us believe that we are free to choose whether to stand for the anthem.  It's in the CONSTITUTION!
IRSGODDESS,940073790637187072,939375570919612416,2017-12-11 04:20:32,@realDonaldTrump Take funding away from NFL. WHY do they get $$$anyway???
mdrummond43,940071265699741696,939375570919612416,2017-12-11 04:10:30,"@realDonaldTrump INSTEAD of pledge alliance to prove you are a PATRIOT, it would be REALLY PATRIOTIC NOT TO COLLUDE... https://t.co/BbUiKdFZAD"
KarenLWorlock,940071017107546112,939375570919612416,2017-12-11 04:09:30,"@realDonaldTrump All your talk about GOD and how you read the bible. Yet, you can not ever quote anything from the... https://t.co/Uvf6uDN26P"
CodyKinter,940070838883180544,939375570919612416,2017-12-11 04:08:48,@realDonaldTrump Do you believe cops should kill innocent people who haven't been proven guilty too. Do you know wh... https://t.co/ZZteeoCtvZ
bonsaibean,940070498167275520,939375570919612416,2017-12-11 04:07:27,"@realDonaldTrump Believe what you want, but you can't MAKE anyone stand or pledge anything.  That's some other coun... https://t.co/TLFGxtkpZQ"
EricaGeoy,940094962200297472,939355447273906182,2017-12-11 05:44:39,"@realDonaldTrump There's no war on Christmas, you fucking moron."
SkillsLA,940093366426943488,939355447273906182,2017-12-11 05:38:19,@realDonaldTrump Merry Christmas! I hope Santa brings me an impeached Trump for Christmas!
susanbratrude,940088256426778624,939355447273906182,2017-12-11 05:18:00,@realDonaldTrump We know this is our land &amp; we hv spoken. You can either step down sir or we will have you removed. Did u hear  us ths time?
Cameron69419949,940088043397988353,939355447273906182,2017-12-11 05:17:10,"@realDonaldTrump Unless you're an NFL player...then it's shut up, stand up or else!"
realtorred2,940087987030732801,939355447273906182,2017-12-11 05:16:56,@realDonaldTrump @jeepsuzih2 Merry Christmas!!
mariachamberlin,940087456589783040,939355447273906182,2017-12-11 05:14:50,"@realDonaldTrump Trump:""This is your home, and it's your voice that matters the most. So speak up, be heard, and fi... https://t.co/0cH08x0Mbc"
ghenry5701,940086821924438016,939355447273906182,2017-12-11 05:12:18,@realDonaldTrump see my friends get gangnam a style named...  Co authored by me for who?  Who?
uniquefoliage_,940082011166842880,939355447273906182,2017-12-11 04:53:11,@realDonaldTrump Trumps the devil
CarolATaylor10,940081941570772993,939355447273906182,2017-12-11 04:52:55,@realDonaldTrump Nope. Was American Indian Land
bsnbrysp8,940078627726569472,939355447273906182,2017-12-11 04:39:45,"@realDonaldTrump Inciting the crowd again. I sure as hell haven't been waiting for the rich to get richer, CHIP for... https://t.co/ShEoP79SyM"
XplodedSynapses,940078057552994304,939355447273906182,2017-12-11 04:37:29,"@realDonaldTrump Dear #LordDampnut
Please improve our government?
Resign?
Thank you.
Buh bye,"
ghenry5701,940077930213916674,939355447273906182,2017-12-11 04:36:59,@realDonaldTrump I hung people I'm the 1800s.  I'm left w arrow in my back.  You! $x/
kellinicolef,940076940072927233,939355447273906182,2017-12-11 04:33:02,@realDonaldTrump My birthday is on Christmas. I love it. It's my jam. Jesus and Santa are my homeboys. I don't care... https://t.co/weKPOYyruT
General_Bats,940075827764518913,939355447273906182,2017-12-11 04:28:37,@realDonaldTrump FREEDOM OF RELIGION HAIL ALLAH
officersick,940075519420153856,939355447273906182,2017-12-11 04:27:24,"@realDonaldTrump That is Palestine land, that is their home, and it's their voice that matters the most - not Zionis."
IRSGODDESS,940074138441457665,939355447273906182,2017-12-11 04:21:54,@realDonaldTrump I am fighting my HOA now. They want me to remove all my birdhouses from front yard. Wish u could help me.
CarlOscarNordi1,940073938939297792,939355447273906182,2017-12-11 04:21:07,@realDonaldTrump ????? What?
Goathouse53,940073916789268480,939355447273906182,2017-12-11 04:21:02,"@realDonaldTrump Oh wow... what inspiring words. Yes this is my land, my home and my voice.  Sooooo the change I've... https://t.co/Jt9pMvkIDR"
Arthurswench,940073740624265218,939355447273906182,2017-12-11 04:20:20,@realDonaldTrump Why is it that you pick the most insignificant subjects to get a woody over. The world is explodin... https://t.co/vsL603ge11
pureBelter,940094365799559172,939299624875118592,2017-12-11 05:42:17,"@realDonaldTrump @FoxNews What? You mean the same Fox News you used to criticize? 

https://t.co/PLP9oHC0AV"
__TJM,940068871062433793,939299624875118592,2017-12-11 04:00:59,"@realDonaldTrump @FoxNews ,,, and some of them are very good people. Heil! The party that supports and promotes chi... https://t.co/xMNq3UOgGE"
moebetta1950,940060111703220225,939299624875118592,2017-12-11 03:26:10,"@realDonaldTrump @FoxNews watched you on WKRG (mobile); they showed your arrival, and then the rally, live...   (it... https://t.co/uzcFiBnAXK"
RedBVWarZone1,940108536297558016,939375570919612416,2017-12-11 06:38:36,"@realDonaldTrump As a Christian I prefer the original pledge, not the 1954 version, donnie boy . . ."
the_Real_briguy,940107081075404801,939375570919612416,2017-12-11 06:32:49,@realDonaldTrump If this is God... then I'm on board... https://t.co/alhxsXYyZy
WKitsune,940103388976488449,939375570919612416,2017-12-11 06:18:08,@realDonaldTrump Why capitalise 'nation under God? You say that like we don't have seperation of church and state.
peebsnjay,940101039591534593,939375570919612416,2017-12-11 06:08:48,@realDonaldTrump Some of us believe we served our country in order to protect the rights of Americans to exercise t... https://t.co/rjb82uxNLo
tainttaster,940099847243235328,939375570919612416,2017-12-11 06:04:04,"@realDonaldTrump Few weeks back during interview, you didn't stand for the national anthem"
Grimmkitty47,940097683825467392,939375570919612416,2017-12-11 05:55:28,@realDonaldTrump If there was a god you definitely wouldnt be in charge
PDXReech,940094206399234048,939375570919612416,2017-12-11 05:41:39,@realDonaldTrump I believe that mandatory patriotism is fascism.
flip080708,940091826806992898,939375570919612416,2017-12-11 05:32:12,@realDonaldTrump You're taking about flag right?... #ImpeachTrumpNow
JCali1967,940091587182202882,939375570919612416,2017-12-11 05:31:15,@realDonaldTrump I believe in the First Amendment. I believe our government AT ALL LEVELS should act with such inte... https://t.co/4ATLcqwxTm
cfairyfay,940089281220972545,939375570919612416,2017-12-11 05:22:05,"@realDonaldTrump Stand for the anthem, but elect pedophiles to Congress. No thanks, I will pass."
TXToasty,940087960141053953,939375570919612416,2017-12-11 05:16:50,"@realDonaldTrump We also believe every American should have access to decent health care, but I don't hear you saying anything about that."
mbeavenhausen,940086736033419265,939375570919612416,2017-12-11 05:11:58,"@realDonaldTrump Yeah, well, God told me that you're an evil con man, a lousy deal maker and sexual abuser. He also... https://t.co/EKatRR4WpS"
7axles,940080428479791104,939375570919612416,2017-12-11 04:46:54,@realDonaldTrump @blondenfun1 You people are all fools ! This chimp works for the same people @HillaryClinton and... https://t.co/xykWFXvPaa
7axles,940079602939998208,939375570919612416,2017-12-11 04:43:37,@realDonaldTrump @blondenfun1 Your constitution says every American has a choice
fvmcgillicuddy,940078664590303232,939375570919612416,2017-12-11 04:39:54,@realDonaldTrump But we don't pledge allegiance to you! So we'll #TakeAKnee if we wish to redress a grievance as is... https://t.co/0ne2y0bSyt
Jessewayne_Bruh,940077321624608768,939375570919612416,2017-12-11 04:34:33,"@realDonaldTrump JUST REMEMBER ""ONE NATION UNDER GOD"" WASNT ADDED TO THE PLEDGE UNTIL THE COLD WAR DURING THE RED S... https://t.co/jP47JjleW2"
bsnbrysp8,940076523700215808,939375570919612416,2017-12-11 04:31:23,"@realDonaldTrump I believe @POTUS shouldn't be a liar, traitor, racist, and commit treason. I believe @POTUS should... https://t.co/BktWoBhyX8"
General_Bats,940075420627615744,939375570919612416,2017-12-11 04:27:00,@realDonaldTrump FREEDOM OF RELIGION BITCH HAIL ALLAH
MSpencerDavidso,940074912965804033,939375570919612416,2017-12-11 04:24:59,@realDonaldTrump Screw you and your fake patriotism and your fake christianity. I will NOT pledge allegiance to a p... https://t.co/LzXtATDX2x

